Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-12-15,6.48783,6.48783,6.48783,6.48783
2022-12-16,6.48863,6.48863,6.48863,6.48863
2022-12-19,6.49471,6.49471,6.49471,6.49471
2022-12-20,6.50752,6.50752,6.50752,6.50752
2022-12-21,6.51286,6.51286,6.51286,6.51286
2022-12-22,6.51686,6.51686,6.51686,6.51686
2022-12-23,6.52088,6.52088,6.52088,6.52088
2022-12-27,6.53694,6.53694,6.53694,6.53694
2022-12-28,6.54031,6.54031,6.54031,6.54031
2022-12-29,6.54423,6.54423,6.54423,6.54423
2022-12-30,6.54516,6.54516,6.54516,6.54516
2023-01-02,6.52887,6.52887,6.52887,6.52887
2023-01-03,6.52859,6.52859,6.52859,6.52859
2023-01-04,6.5302,6.5302,6.5302,6.5302
2023-01-05,6.53152,6.53152,6.53152,6.53152
2023-01-09,6.53243,6.53243,6.53243,6.53243
2023-01-10,6.53235,6.53235,6.53235,6.53235
2023-01-11,6.53123,6.53123,6.53123,6.53123
2023-01-12,6.53272,6.53272,6.53272,6.53272
2023-01-13,6.53391,6.53391,6.53391,6.53391
2023-01-16,6.53573,6.53573,6.53573,6.53573
2023-01-17,6.53576,6.53576,6.53576,6.53576
2023-01-18,6.53729,6.53729,6.53729,6.53729
2023-01-19,6.53877,6.53877,6.53877,6.53877
2023-01-20,6.53994,6.53994,6.53994,6.53994
2023-01-23,6.54226,6.54226,6.54226,6.54226
2023-01-24,6.54255,6.54255,6.54255,6.54255
2023-01-25,6.54334,6.54334,6.54334,6.54334
2023-01-26,6.54321,6.54321,6.54321,6.54321
2023-01-27,6.54368,6.54368,6.54368,6.54368
2023-01-30,6.54408,6.54408,6.54408,6.54408
2023-01-31,6.54613,6.54613,6.54613,6.54613
2023-02-01,6.54258,6.54258,6.54258,6.54258
2023-02-02,6.54143,6.54143,6.54143,6.54143
2023-02-03,6.54049,6.54049,6.54049,6.54049
2023-02-06,6.54087,6.54087,6.54087,6.54087
2023-02-07,6.54181,6.54181,6.54181,6.54181
2023-02-08,6.54252,6.54252,6.54252,6.54252
2023-02-09,6.54394,6.54394,6.54394,6.54394
2023-02-10,6.54574,6.54574,6.54574,6.54574
2023-02-13,6.55064,6.55064,6.55064,6.55064
2023-02-14,6.55129,6.55129,6.55129,6.55129
2023-02-15,6.552,6.552,6.552,6.552
2023-02-16,6.552,6.552,6.552,6.552
2023-02-17,6.55228,6.55228,6.55228,6.55228
2023-02-20,6.55134,6.55134,6.55134,6.55134
2023-02-21,6.55184,6.55184,6.55184,6.55184
